Artist,Title,Album,Date,Lyric,Year,Unnamed: 0
Selena Gomez,Back to You,Rare (Target Exclusive),5/10/2018,took you like a shot thought that i could chase you with a cold evenin' let a couple years water down how im feelin' about you feelin' about you and every time we talk every single word builds up to this moment and i gotta convince myself i dont want it even though i do even though i do  pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true   i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know id go back to you  post i know id go back to you oh i know i'd go back to you   we never got it right playin and replayin' old conversations overthinkin' every word and i hate it 'cause its not me 'cause it's not me 'cause it's not me and what's the point in hidin' everybody knows we got unfinished business and i'll regret it if i didn't say this isn't what it could be isn't what it could be  pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true   i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you  post i know i'd go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i said i wasn't sure but i'd go back to you i know i'd go back to you   you can break my heart in two but when it heals it beats for you i know it's forward but it's true won't lie i'd go back to you you know my thoughts are runnin' loose it's just a thing you make me do and i could fight but what's the use i know i'd go back to you   i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you  post i'll go back to you i'll go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i'd go back to you go back to you go back to you go back to you go back to you go back to you go back to you,2018,1
Selena Gomez,Fetish,Rare (Target Exclusive),7/13/2017,selena gomez take it or leave it baby take it or leave it but i know you won't leave it 'cause i know that you need it look in the mirror when i look in the mirror baby i see it clearer why you wanna be nearer  pre selena gomez i'm not surprised i sympathize ah i can't deny your appetite ah   selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love   selena gomez reaching your limit say you're reaching your limit going over your limit but i know you can't quit it something about me got you hooked on my body take you over and under and twisted up like origami  pre selena gomez i'm not surprised i sympathize ah i can't deny your appetite ah   selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love   gucci mane it's gucci the way you walk the way you talk i blame you 'cause it's all your fault you're playin' hard don't turn me off you actin' hard but i know you soft you my fetish i'm so with it all these rumors bein' spreaded might as well go 'head and whip it 'cause they sayin' we already did it call on gucci if you ever need me i'll be south beach in the drop top gleamin' water diamonds aquafina just need you in a blue bikini   selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love,2017,2
Selena Gomez,Bad Liar,Rare (Target Exclusive),5/18/2017,i was walking down the street the other day tryna distract myself but then i see your face oh wait that's someone else tryna play it coy tryna make it disappear but just like the battle of troy there's nothing subtle here in my room there's a king size space bigger than it used to be if you want you can rent that place call me an amenity even if it's in my dreams  pre ooh you're taking up a fraction of my mind ooooh every time i watch you serpentine   oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no  post with my feelings on fire guess i'm a bad liar   i see how your attention builds it's like looking in a mirror your touch like a happy pill but still all we do is fear what could possibly happen next can we focus on the love paint my kiss across your chest if you're the art i'll be the brush  pre ooh you're taking up a fraction of my mind ooooh every time i watch you serpentine   oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no  post with my feelings on fire guess i'm a bad liar   and oh baby let's make reality actuality a reality oh baby let's make reality actuality a reality   oh oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no  post with my feelings on fire guess i'm a bad liar,2017,3
Selena Gomez,Look At Her Now,Rare (Target Exclusive),10/24/2019,yeah   they fell in love one summer a little too wild for each other shiny 'til it wasn't feels good 'til it doesn't it was her first real lover his too 'til he had another oh god when she found out trust levels went way down  pre of course she was sad but now she's glad she dodged a bullet mm took a few years to soak up the tears but look at her now watch her go   mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now  post wow look at her now   fast nights that got him that new life was his problem not saying she was perfect still regrets that moment like that night wasn't wrong wasn't right yeah what a thing to be human what a thing to be human made her more of a woman made her more of a woman  pre of course she was sad but now she's glad she dodged a bullet mm took a few years to soak up the tears but look at her now watch her go   mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now look at her now mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now  post ah wow look at her now look at her now look at her now wow look at her now   she knows she'll find love she knows only if she wants it she knows she'll find love she knows she knows she'll find love she knows only if she wants it she knows she'll find love she knows on the up from the way down look at her now watch her go   mmmm look at her now mmmm oh she knows she'll find love she knows she will only if she wants it she knows she'll find love look at her now yeah look at her now she knows she'll find love she knows she will only if she wants it she knows she'll find love wow look at her now,2019,4
Selena Gomez,Good for You,Revival,6/22/2015,produced by hitboy nick monson  rock mafia written by julia michaels justin tranter selena gomez and aap rocky   selena gomez i'm on my 4 carats i'm 4 carat doing it up like midas now you say i got a touch so good so good make you never wanna leave so don't so don't  pre selena gomez gonna wear that dress you like skintight do my hair up real real nice and syncopate my skin to your heart beating   selena gomez cause i just wanna look good for you good for you i just wanna look good for you good for you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you   selena gomez i'm on my marquise diamonds i'm a marquise diamond could even make that tiffany jealous you say i give it to you hard so bad so bad make you never wanna leave i won't i won't  pre selena gomez gonna wear that dress you like skintight do my hair up real real nice and syncopate my skin to how you're breathing   selena gomez cause i just wanna look good for you good for you i just wanna look good for you good for you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you   selena gomez trust me i can take you there trust me i can take you there trust me i trust me i trust me i   aap rocky hold on take a minute love cause i ain't trying to fuck your image up like we mess around in triple cuffs stumble 'round town pull your zipper up pants sag like i don't give a i ain't trying to fuck your business up and i ain't trying to get you into stuff but the way you touchin' on me in the club rubbin' on my miniature john hancock fuck the signature any time i hit it know she finna fall through and every time we get up always end up on the news ain't worried bout no press and ain't worried bout the next bitch they love the way you dress and ain't got shit up on you jackpot hit the jackpot just met a bad bitch without the ass shots you look good girl you know you did good don't you you look good girl bet it feel good don't it   selena gomez cause i just wanna look good for you good for you baby let me be good to you good to you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you   selena gomez trust me i trust me i trust me i,2015,5
Selena Gomez,The Heart Wants What It Wants,For You,11/6/2014,what the heart wants what the heart wants what the heart wants wants wants wants   you got me sipping on something i can't compare to nothing i've ever known i'm hoping that after this fever i'll survive i know i'm acting a bit crazy strung out a little bit hazy hand over heart i'm praying that i'm gonna make it out alive  pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up   but the heart wants what it wants the heart wants what it wants   you got me scattered in pieces shining like stars and screaming lighting me up like venus but then you disappear and make me wait and every second's like torture heroin drip no more so finding a way to let go baby baby no i can't escape  pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up   but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants   this is a modern fairytale no happy endings no wind in our sails but i can't imagine a life without breathless moments breaking me down down down down  pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up   but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants   the heart wants what it wants baby the heart wants what it wants baby it wants what it wants it wants what it wants the heart wants what it wants baby the heart wants what it wants baby,2014,6
Selena Gomez,Hands to Myself,Revival,1/26/2016,can't keep my hands to myself no matter how hard i'm trying to i want you all to myself you're metaphorical gin and juice  so come on give me a taste of what its like to be next to you won't let one drop go to waste you're metaphorical gin and juice  pre cause all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i   can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself   the doctors say you're no good but people say what they wanna say and you should know if i could i'd breathe you in every single day  pre all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i   can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself   can't keep my hands to myself i want it all no nothing else can't keep my hands to myself give me your all and nothing else oh i i want it all i want it all i want it all can't keep my hands to myself i mean i could but why would i want to   my hands to myself can't keep my hands to myself my hands to myself can't keep my hands to myself i want it all no nothing else can't keep my hands to myself give me your all and nothing else can't keep my hands to myself  produced by matt man max martin  da robin written by julia michaels justin tranter matt man max martin  da robin,2016,7
Selena Gomez,Feel Me,Rare (Bonus Track Version),2/21/2020,no one love you like i love ya never cheat never lie never put no one above ya i gave you space and time now you're telling me you miss it and i'm still on your mind we were one in a million and love is hard to find  pre do you stay up late just so you don't dream   every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me  post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh   when you're running who you run to where do you go to hide when she ain't giving you enough to get you through the night won't be caught up in the middle of your highs and your lows baby long as you're not with me you'll always be alone  pre do you stay up late just so you don't dream   every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me  post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh   do you feel me feel me feel me oh feel me feel me feel me   every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me  post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh   every time your lips touch another oh every time you dance with somebody,2020,8
Selena Gomez,Same Old Love,Revival,9/10/2015,produced by benny blanco and stargate written by benny blanco charli xcx mikkel s eriksen ross golan  tor erik hermansen   selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know  pre  selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love   selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind cause i won't be changing too you know  pre  selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love   i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,2015,9
Selena Gomez,Rare,Rare (Target Exclusive),1/10/2020,baby you've been so distant from me lately and lately dont even wanna call you baby  pre saw us gettin' older older burnin' toast in the toaster my ambitions were too high waiting up for you upstairs upstairs why you act like im not there baby right now it feels like   it feels like you don't care why don't you recognize i'm so rare always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that im special so special yeah and ill bet there's somebody else out there to tell me im rare to make me feel rare   baby don't make me count up all the reasons to stay with you no reason why you and i are not succeeding ahah mmm ah ah  pre saw us gettin' older oh burnin' toast in the toaster ahha my ambitions were too high too high waiting up for you upstairs upstairs why you act like im not there ahha baby right now it feels like what   it feels like you don't care why don't you recognize i'm so rare i'm so rare always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare yeah yeah   i'm not gonna beg for you i'm not gonna let you make me cry ah nah nah make me cry not getting enough from you nooh didn't you know i'm hard to find find hard to find  pre saw us gettin' older burnin' toast in the toaster my ambitions were too high too high waiting up for you upstairs why you act like i'm not there baby right now it feels like   it feels like you don't care you don't care why don't you recognize i'm so rare so rare i'm always there you don't do the same for me that's that's not not fair i don't have it all i don't have it all i'm not claiming to i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare ooh yeah   ah ah so rare rare ah ah rare,2020,10
Selena Gomez,Souvenir,Rare (Deluxe),4/9/2020,chills   new york back in august tenth floor balcony smoke is floating over jane and greenwich street goosebumps from your wild eyes when they're watching me shivers dance down my spine head down to my feet  pre swimming in your eyes in your eyes in your eyes egyptian blue something i've never had without you   you're giving me chills at a hundred degrees it's better than pills how you put me to sleep calling your name the only language i can speak taking my breath a souvenir that you can keep  post giving me chills chills   sunset tower lobby waiting there for me in the elevator fumble for your key kissed in every corner presidential suite opened that bordeaux from 99  pre swimming in your eyes in your eyes in your eyes egyptian blue something i've never had without you   you're giving me chills at a hundred degrees it's better than pills how you put me to sleep calling your name the only language i can speak taking my breath a souvenir that you can keep  post giving me chills   take my taketake my breath away just like take my breath away just like a souvenir take my taketake my breath away just like take my breath away just like a souvenir   you're giving me chills at a hundred degrees a hundred it's better than pills how you put me to sleep puts me yeah calling your name the only language i can speak taking my breath a souvenir that you can keep   giving me chills take my taketake my breath away just like you're giving me chills take my breath away just like a souvenir giving me chills take my taketake my breath away just like you're giving me chills take my breath away just like a souvenir,2020,11
Selena Gomez,Vulnerable,Rare (Target Exclusive),1/10/2020,if i give you every piece of me i know that you could drop it give you the chance i know that you could take advantage once you got it if i open up my heart to you i know that you could lock it throw away the key and keep it there forever in your pocket if i give the opportunity to you then would you blow it if i was the greatest thing to happen to you would you know it if my love was like a flower would you plant it would you grow it i'ma give you all my body are you strong enough to hold it  pre if i show you all my demons and we dive into the deep end would we crash and burn like every time before i would tell you all my secrets wrap your arms around my weakness if the only other option's letting go   i'll stay vulnerable yeah i'll stay vulnerable yeah i'll stay vulnerable   if i hand you my emotions would you even wanna take it would you even wanna take it yeah if i give you all my trust then would you fumble it and break it mm mm mm mm if i let you cross my finish line then would you wanna make it would you wanna make it would you wanna make it i think i'm ready won't you come and flip the switch and activate it ooh  pre if i show you all my demons and we dive into the deep end would we crash and burn like every time before i would tell you all my secrets wrap your arms around my weakness if the only other option's letting go   i'll stay vulnerable yeah yeah yeah i'll stay vulnerable yeah yeah yeah i'll stay vulnerable  nonlyrical vocal   pre if i show you all my demons and we dive into the deep end would we crash and burn like every time before i would tell you all my secrets wrap your arms around my weakness if the only other option's letting go   i'll stay vulnerable yeah yeah yeah yeah yeah yeah yeah i'll stay vulnerable yeah ooh yeah yeah yeah yeah yeah yeah   if i show you all my demons and we dive into the deep end would we crash and burn like every time before i'll stay vulnerable i would tell you all my secrets wrap your arms around my weakness if the only other option's letting go i'll stay vulnerable,2020,12
Selena Gomez,Boyfriend,Rare (Deluxe),4/9/2020,i want a boyfriend but i just keep hitting dead ends try to take a shortcut but i get cut again and again i want a boyfriend tell me are there any good ones left i keep finding wrong ones but i want love again and again i want a boyfriend   i been up all night pretty restlessly think i might know why ah i've been doing just fine but baby that don't mean that i'm feeling anti you and me  pre there's a difference between a want and a need some nights i just want more than me i know that there's a fine line between it's not what i need but yeah   i want a boyfriend but i just keep hitting dead ends try to take a shortcut but i get cut again and again yeah i want a boyfriend uhhuh tell me are there any good ones left i keep finding wrong ones but i want love again and again yeah  post i want a boyfriend i want a boyfriend   i could phone a friend use a hotline or something but that won't get the job done uhuh 'cause every time i try yeah yeah yeah every time they lie uh oohhoo i get a little anti you and me  pre there's a difference between a want and a need some nights i just want more than me i know that there's a fine line between it's not what i need but oohhoo   i want a boyfriend but i just keep hitting dead ends try to take a shortcut but i get cut again and again yeah ooh i want a boyfriend uhhuh tell me are there any good ones left i keep finding wrong ones but i want love again and again   i want a boyfriend ah ayy yeah i want a boyfriend ah i try to i want a ah yeah i want a boyfriend ah yeah i want a,2020,13
Selena Gomez,Kill Em With Kindness,Revival,5/3/2016,the world can be a nasty place you know it i know it yeah we dont have to fall from grace put down the weapons you fight with   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   were running out of time chasing our lies everyday a small piece of you dies always somebody youre willing to fight to be right  pre your lies are bullets your mouth's a gun and no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   go ahead go ahead now go ahead go ahead now  pre your lies are bullets your mouth's a gun no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   go ahead go ahead now go ahead go ahead now go ahead go ahead now,2016,14
Selena Gomez,Ring,Rare (Target Exclusive),1/10/2020,you all in your feelings baby all into me i'm one in a billion baby don't you agree  pre obviously you know i'm aware of that i'm breakin' hearts like a heart attack got him right where the carats at   wrapped 'round my finger like a ring ring ring they just like puppets on a string string string i put it down they call me up they doin' way too much so i'll just let it ring ring ring ohoh   yeah i received your message all twentythree twentythree you know i'm jordan with it goat goat  pre obviously you know i'm aware of that i'm breakin' hearts like a heart attack i got him right where the carats at yeah   wrapped 'round my finger like a ring ring ring they just like puppets on a string string string i put it down they call me up they doin' way too much so i'll just let it ring ring ring wrapped 'round my finger like a ring ring ring they wanna give me everything thing thing i put it down they call me up oh no no no no no so i'll just let it ring ring ring   circlin' me they just like satellites ooh circlin' me all day and every night ooh yeah circlin' me i'm sure you sympathize ooh alalalalalalala ooh oh nana   wrapped 'round my finger like a ring ring ring they just like puppets on a string string string i put it down they call me up they doin' way too much so i'll just let it ring ring ring wrapped 'round my finger like a ring ring ring they wanna give me everything thing thing i put it down they call me up oh no no no no no so i'll just let it ring ring ring,2020,15
Selena Gomez,People You Know,Rare (Target Exclusive),1/10/2020,you were runnin' through me like water now the feeling's leavin' me dry these days we couldn't be farther so hows it feel to be on the other side  pre so many wasted wasted nights with nights with you you i still can taste it taste it i hate it wish i could take it back 'cause   we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't   when it was good we were on fire now i'm breathin' ashes and dust i always wanna get higher i never know when enough is enough  pre so many wasted wasted nights with nights with you you i still can taste it taste it i hate it wish i could take it back 'cause   we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't  post dumdumdum dadadumdumdum dadadumdum dadadadum people you don't dumdumdum dadadumdumdum dadadumdum dadadadum people you don't ooh from people you know to people you don't ooh from people you know to people you don't   we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't we used to be close but people can go from people you know to people you don't and what hurts the most is people can go from people you know to people you don't  post dumdumdum dadadumdumdum ooh dadadumdum dadadum from people you know to people you don't dumdumdum dadadumdumdum ooh dadadumdum dadadum from people you know to people you don't dumdumdum dadadumdumdum ooh dadadumdum dadadum from people you know to people you don't dumdumdum dadadumdumdum ooh dadadumdum dadadum from people you know to people you don't,2020,16
Selena Gomez,Only You,13 Reasons Why (Season 1),3/30/2017,looking from a window above it's like a story of love can you hear me came back only yesterday i'm moving farther away want you near me   all i needed was the love you gave all i needed for another day and all i ever knew only you   sometimes when i think of her name when it's only a game and i need you listen to the words that you say it's getting harder to stay when i see you   all i needed was the love you gave all i needed for another day and all i ever knew only you only you only you only you only you   this is gonna take a long time and i wonder what's mine can't take no more wonder if you'll understand it's just the touch of your hand behind a closed door   and all i needed was the love you gave all i needed for another day and all i ever knew only you all i needed was the love you gave all i needed for another day and all i ever knew only you only you,2017,17
Selena Gomez,A Sweeter Place,Rare (Target Exclusive),1/10/2020,kid cudi yeah yeah yeah yeah ah   selena gomez is there a place where i can hide away red lips french kiss my worries all away there must be a sweeter place we can sugarcoat the taste sweeter place there must be a sweeter  post selena gomez place where i can   selena gomez ooh you'll really wanna know where i've been all this time so lemme tell ya ooh got two feet on the ground and felt what real is like what it was like livin' out of the scene out in the wild learnin' to breathe up in the clouds far from the crowds i can't believe i can be loud holdin' hands with the darkness and knowin' my heart is allowed allowed   selena gomez is there a place where i can hide away red lips french kiss my worries all away there must be a sweeter place we can sugarcoat the taste sweeter place there must be a sweeter  post selena gomez place where i can place where i can   kid cudi as i fantasize so much to see i'm in paradise oh i always seems i'm new inside deep deep down in me i go now baby born to fly oh i now see how could it be we will find our way we'll find the things we seek oohee you see i'm mesmerized this is just for me and i am cuttin' ties goodbye ooh no no no no   selena gomez is there a place where i can hide away hide away red lips french kiss my worries all away all away there must be a sweeter place we can sugarcoat the taste sweeter place there must be a sweeter  post selena gomez place where i can place where i can   selena gomez having no fear no fear heaven is near oh oh woah head is so clear so clear a sweeter place my sweeter place having no fear no fear heaven is near oh oh woah head is so clear so clear my sweeter place my sweeter place   selena gomez is there a place where i can hide away hide away red lips french kiss my worries all away all away there must be a sweeter place we can sugarcoat the taste sweeter place there must be a sweeter  post kid cudi  selena gomez yeah yeah ooh place where i can yeah yeah ooh,2020,18
Selena Gomez,De Una Vez,Revelaci? - EP,1/14/2021,letra de de una vez   ya no duele como antes no la herida de tu amor san??coro de una vez por toda' ahahah soy m? fuerte sola ahahah y es que no me arrepiento del pasado s??ue el tiempo a tu lado cort??is alas pero ahora este pecho es antibalas  verso no te tengo a ti me tengo a m??o es para que piense' que esto es pa' ti nah yo me fui para que no se te olvide que a una muerte como t??? revive cuando se s?que el ?timo mar es cuando pensar??n regresar est??obreentendido lo que siento ya no est? qu??ueno es el tiempo estoy cur??de ti te dije ya ya no te siento aqu??o te siento ya nunca supiste no me supiste valorar y oh  coro de una vez por toda' de una vez por toda' ahahah soy m? fuerte sola ahahahah y es que no me arrepiento del pasado s??ue el tiempo a tu lado cort??is alas ahah pero ahora este pecho es antibalas   oh ahahah ahah ahora este pecho es antibalas uhuhuhuh sola ahah ah ahora este pecho es antibalas,2021,19
Taylor Swift,cardigan,folklore,7/24/2020,vintage tee brand new phone high heels on cobblestones when you are young they assume you know nothing sequin smile black lipstick sensual politics when you are young they assume you know nothing   but i knew you dancin' in your levi's drunk under a streetlight i i knew you hand under my sweatshirt baby kiss it better i  refrain and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite   a friend to all is a friend to none chase two girls lose the one when you are young they assume you know nothing   but i knew you playing hideandseek and giving me your weekends i i knew you your heartbeat on the high line once in twenty lifetimes i  refrain and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite   to kiss in cars and downtown bars was all we needed you drew stars around my scars but now i'm bleedin'   'cause i knew you steppin' on the last train marked me like a bloodstain i i knew you tried to change the ending peter losing wendy i i knew you leavin' like a father running like water i and when you are young they assume you know nothing   but i knew you'd linger like a tattoo kiss i knew you'd haunt all of my whatifs the smell of smoke would hang around this long 'cause i knew everything when i was young i knew i'd curse you for the longest time chasin' shadows in the grocery line i knew you'd miss me once the thrill expired and you'd be standin' in my front porch light and i knew you'd come back to me you'd come back to me and you'd come back to me and you'd come back  refrain and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite,2020,0
Taylor Swift,exile,folklore,7/24/2020,justin vernon i can see you standing honey with his arms around your body laughin' but the joke's not funny at all and it took you five whole minutes to pack us up and leave me with it holdin' all this love out here in the hall   justin vernon i think i've seen this film before and i didn't like the ending you're not my homeland anymore so what am i defending now you were my town now i'm in exile seein' you out i think i've seen this film before  post justin vernon ooh ooh ooh   taylor swift i can see you starin' honey like he's just your understudy like you'd get your knuckles bloody for me second third and hundredth chances balancin' on breaking branches those eyes add insult to injury   taylor swift i think i've seen this film before and i didn't like the ending i'm not your problem anymore so who am i offending now you were my crown now i'm in exile seein' you out i think i've seen this film before so i'm leaving out the side door   justin vernon taylor swift  both so step right out there is no amount of crying i can do for you all this time we always walked a very thin line you didn't even hear me out you didn't even hear me out you never gave a warning sign i gave so many signs all this time i never learned to read your mind never learned to read my mind i couldn't turn things around you never turned things around 'cause you never gave a warning sign i gave so many signs so many signs so many signs you didn't even see the signs   taylor swift  justin vernon taylor swift i think i've seen this film before and i didn't like the ending you're not my homeland anymore so what am i defending now you were my town now i'm in exile seein' you out i think i've seen this film before so i'm leavin' out the side door   justin vernon  taylor swift so step right out there is no amount of crying i can do for you all this time we always walked a very thin line you didn't even hear me out didn't even hear me out you never gave a warning sign i gave so many signs all this time i never learned to read your mind never learned to read my mind i couldn't turn things around you never turned things around 'cause you never gave a warning sign i gave so many signs you never gave a warning sign all this time so many times i never learned to read your mind so many signs i couldn't turn things around i couldn't turn things around 'cause you never gave a warning sign you never gave a warning sign you never gave a warning sign ah ah,2020,1
Taylor Swift,Lover,Lover,8/16/2019,we could leave the christmas lights up 'til january and this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you 0 seconds or 0 years   can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover   we could let our friends crash in the living room this is our place we make the call and i'm highly suspicious that everyone who sees you wants you i've loved you three summers now honey but i want 'em all   can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover my heart's been borrowed and yours has been blue all's well that ends well to end up with you swear to be overdramatic and true to my lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover   can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover,2019,2
